Simulation 318/1000 completed for Minimax. Moves: 525, Time: 1.04 s, Score: 7936
Simulation 319/1000 completed for Minimax. Moves: 511, Time: 1.06 s, Score: 7392
Simulation 320/1000 completed for Minimax. Moves: 256, Time: 0.57 s, Score: 3100
Simulation 321/1000 completed for Minimax. Moves: 263, Time: 0.58 s, Score: 3240
Simulation 322/1000 completed for Minimax. Moves: 251, Time: 0.66 s, Score: 3056
Simulation 323/1000 completed for Minimax. Moves: 274, Time: 0.59 s, Score: 3232
Simulation 324/1000 completed for Minimax. Moves: 464, Time: 0.91 s, Score: 6888
Simulation 325/1000 completed for Minimax. Moves: 370, Time: 0.90 s, Score: 5348
Simulation 326/1000 completed for Minimax. Moves: 435, Time: 0.84 s, Score: 6464
Simulation 327/1000 completed for Minimax. Moves: 209, Time: 0.51 s, Score: 2504
Simulation 328/1000 completed for Minimax. Moves: 285, Time: 0.67 s, Score: 3396
Simulation 329/1000 completed for Minimax. Moves: 274, Time: 0.63 s, Score: 3272
Simulation 330/1000 completed for Minimax. Moves: 481, Time: 0.97 s, Score: 7056
Simulation 331/1000 completed for Minimax. Moves: 494, Time: 1.03 s, Score: 7176
Simulation 332/1000 completed for Minimax. Moves: 271, Time: 0.61 s, Score: 3228
Simulation 333/1000 completed for Minimax. Moves: 376, Time: 0.85 s, Score: 5424
Simulation 334/1000 completed for Minimax. Moves: 295, Time: 0.56 s, Score: 3504
Simulation 335/1000 completed for Minimax. Moves: 234, Time: 0.56 s, Score: 2748
Simulation 336/1000 completed for Minimax. Moves: 273, Time: 0.61 s, Score: 3260
Simulation 337/1000 completed for Minimax. Moves: 234, Time: 0.57 s, Score: 2912
Simulation 338/1000 completed for Minimax. Moves: 580, Time: 1.15 s, Score: 10152
Simulation 339/1000 completed for Minimax. Moves: 274, Time: 0.65 s, Score: 3332
Simulation 340/1000 completed for Minimax. Moves: 388, Time: 0.86 s, Score: 5580
Simulation 341/1000 completed for Minimax. Moves: 345, Time: 0.72 s, Score: 4928
Simulation 342/1000 completed for Minimax. Moves: 300, Time: 0.59 s, Score: 3536
Simulation 343/1000 completed for Minimax. Moves: 254, Time: 0.60 s, Score: 3072
Simulation 344/1000 completed for Minimax. Moves: 264, Time: 0.52 s, Score: 3180
Simulation 345/1000 completed for Minimax. Moves: 371, Time: 0.69 s, Score: 5400
Simulation 346/1000 completed for Minimax. Moves: 370, Time: 0.84 s, Score: 5332
Simulation 347/1000 completed for Minimax. Moves: 231, Time: 0.44 s, Score: 2684
Simulation 348/1000 completed for Minimax. Moves: 283, Time: 0.69 s, Score: 3452
Simulation 349/1000 completed for Minimax. Moves: 473, Time: 0.90 s, Score: 6820
Simulation 350/1000 completed for Minimax. Moves: 270, Time: 0.66 s, Score: 3312
Simulation 351/1000 completed for Minimax. Moves: 237, Time: 0.50 s, Score: 2752
Simulation 352/1000 completed for Minimax. Moves: 270, Time: 0.65 s, Score: 3284
Simulation 353/1000 completed for Minimax. Moves: 277, Time: 0.59 s, Score: 3304
Simulation 354/1000 completed for Minimax. Moves: 276, Time: 0.58 s, Score: 3296
Simulation 355/1000 completed for Minimax. Moves: 236, Time: 0.55 s, Score: 2728
Simulation 356/1000 completed for Minimax. Moves: 228, Time: 0.55 s, Score: 2652
Simulation 357/1000 completed for Minimax. Moves: 370, Time: 0.89 s, Score: 5328
Simulation 358/1000 completed for Minimax. Moves: 478, Time: 0.83 s, Score: 6972
Simulation 359/1000 completed for Minimax. Moves: 424, Time: 0.89 s, Score: 6284
Simulation 360/1000 completed for Minimax. Moves: 359, Time: 0.80 s, Score: 5160
Simulation 361/1000 completed for Minimax. Moves: 427, Time: 0.88 s, Score: 5912
Simulation 362/1000 completed for Minimax. Moves: 269, Time: 0.58 s, Score: 3220
Simulation 363/1000 completed for Minimax. Moves: 454, Time: 0.97 s, Score: 6756
Simulation 364/1000 completed for Minimax. Moves: 241, Time: 0.59 s, Score: 2900
